bn:00044576n;candidate_root;homo;0;0;[OMWN_FA,WN,WNTR,OMWN_NO,OMWN_JA,OMWN_HE,OMWN_ZH,OMWN_TH,OMWN_NN,OMWN_DA,OMWN_PL,OMWN_GAE,OMWN_FR,OMWN_MS,OMWN_ID,OMWN_EL,WN2020,OMWIKI,OMWN_IT,MCR_ES,MCR_CA,MCR_GL,MCR_PT,MCR_EU,OMWN_HR,ICEWN,OMWN_SQ,SALDO,OMWN_BG,OMWN_FI,WIKIRED,WIKIDATA_ALIAS,WIKI,WIKIDATA,OMWN_AR,WIKT,WONEF,OMWN_PT,OMWN_LT,OMWN_SK,OMWN_RO,WIKITR,IWN,OMWN_NL,SLOWNET,BABELNET]
bn:00248578n;candidate_root;Trade_literature;22;0;[WIKI,WIKIRED,WIKIDATA]
bn:21705963n;candidate_root;Religious_calling;46;0;[WIKIRED,WIKI,WIKIDATA_ALIAS,WIKIDATA]
bn:00031027n;candidate_root;entity;18;0;[OMWN_EL,WNTR,WN,OMWN_TH,OMWN_HE,OMWN_ZH,OMWN_JA,OMWN_GAE,WN2020,OMWIKI,OMWN_FR,MCR_PT,MCR_EU,OMWN_IT,OMWN_HR,OMWN_FI,MCR_CA,OMWN_SQ,MCR_ES,MCR_GL,OMWN_RO,OMWN_SK,OMWN_PT,OMWN_LT,OMWN_AR,WIKITR,WIKT,IWN,OMWN_ID,OMWN_MS,OMWN_NL,SLOWNET]
bn:04751152n;candidate_root;production_center;7;0;[WIKIDATA_ALIAS,WIKIDATA,WIKIRED,WIKI]
bn:00234465n;candidate_root;Unordered_pair;58;0;[WIKITR,WIKIRED,WIKI,WIKIDATA_ALIAS,WIKIDATA]
bn:01027542n;candidate_root;source_of_information;164;0;[WIKITR,WIKIDATA,WIKI,WIKIRED,WIKIDATA_ALIAS]
bn:16932101n;candidate_root;routine;140;0;[WIKIRED,WIKIDATA_ALIAS,WIKIDATA,WIKI]
bn:14685380n;candidate_root;resource;200;0;[OMWIKI,WIKI,WIKIRED,WIKITR,WIKIDATA_ALIAS,WIKIDATA]
bn:06171637n;candidate_root;signaling_system;66;0;[WIKIDATA,WIKIRED,WIKI,WIKIDATA_ALIAS]
bn:03245758n;candidate_root;engineering_process;512;0;[WIKIDATA,WIKIRED,WIKIDATA_ALIAS,WIKI,WIKITR]
bn:15921369n;candidate_root;adaptation;14;0;[WIKIDATA,WIKI]
bn:05749505n;candidate_root;psychological_phenomenon;16;0;[WIKI,WIKIDATA,WIKIDATA_ALIAS,WIKIRED]
bn:04889559n;candidate_root;flow_of_matter_and_energy;22;0;[WIKIDATA,WIKIDATA_ALIAS,WIKI,WIKIRED]
bn:02936056n;candidate_root;Cellular_component;365;0;[WIKIDATA,WIKIDATA_ALIAS,WIKIRED,WIKI]
bn:15090031n;candidate_root;posture;424;0;[WIKIDATA,WIKIDATA_ALIAS,WIKIRED,WIKI]
bn:03758703n;candidate_root;Mutual_intelligibility;571;0;[WIKI,WIKIDATA_ALIAS,WIKIRED,WIKIDATA,WIKITR]
bn:14481752n;candidate_root;field_of_study;77;0;[WIKIDATA,WIKIDATA_ALIAS,WIKIRED,WIKI]
bn:00076248n;candidate_root;taxonomic_group;0;0;[OMWN_EL,WNTR,WN,OMWN_PL,OMWN_JA,OMWN_TH,WN2020,OMWIKI,OMWN_FR,OMWN_IT,MCR_GL,OMWN_HR,OMWN_FI,MCR_CA,MCR_ES,MCR_EU,MCR_PT,WIKIDATA,WIKIRED,WIKI,WIKIDATA_ALIAS,WIKITR,OMWN_PT,OMWN_SK,OMWN_RO,OMWN_AR,WIKT,OMWN_NL,SLOWNET,OMWN_ID]
bn:01404775n;candidate_root;Subatomic_particle;843;0;[WIKI,WIKIRED,WIKITR,WIKT,WIKIDATA_ALIAS,WIKIDATA]
bn:06429342n;candidate_root;Dokument_normatywny;5;0;[WIKI,WIKIDATA]
bn:06162070n;candidate_root;format;24;0;[WIKI,WIKIDATA,WIKIDATA_ALIAS]
bn:07669899n;candidate_root;suprasegmental;75;0;[WIKI,WIKIRED,WIKIDATA]
bn:07129841n;candidate_root;classification_of_languages;261;0;[WIKIDATA,WIKIDATA_ALIAS,WIKI]
bn:02476581n;candidate_root;Standard_of_deferred_payment;32;0;[WIKITR,WIKIDATA,WIKI]
bn:06760533n;candidate_root;administrative_type;27;0;[WIKIDATA,WIKI,WIKIDATA_ALIAS]
bn:03294734n;candidate_root;Social_influence;728;0;[WIKIDATA,WIKIDATA_ALIAS,WIKI,WIKIRED,WIKITR]
bn:14792426n;candidate_root;Transformació_de_la_matèria;40;0;[WIKI,WIKIDATA,WIKIDATA_ALIAS]
bn:00218497n;candidate_root;Identity_formation;77;0;[WIKIRED,WIKI,WIKIDATA,WIKIDATA_ALIAS,WIKITR]
bn:14505599n;candidate_root;income;756;0;[OMWIKI,WIKIRED,WIKI,WIKIDATA_ALIAS,WIKIDATA,WIKITR]
bn:16751423n;candidate_root;Atto_processuale;23;0;[WIKI]
bn:03793132n;candidate_root;Balance_transfer;12;0;[WIKITR,WIKT,WIKIDATA,WIKI]
bn:02787617n;candidate_root;Niche_real_estate;96;0;[WIKIDATA,WIKI]
bn:07056757n;candidate_root;phase_of_human_life;23;0;[WIKIDATA_ALIAS,WIKIDATA,WIKI,WIKIRED]
bn:08479384n;candidate_root;triad;282;0;[WIKIDATA_ALIAS,WIKI,WIKIRED,WIKIDATA]
bn:27268796n;candidate_root;spirit;2081;0;[WIKIDATA_ALIAS,WIKIRED,WIKI,WIKIDATA]
bn:15113939n;candidate_root;legal_responsibility;6;0;[WIKIDATA,WIKIDATA_ALIAS]
bn:14577629n;candidate_root;Acknowledgment_(creative_arts_and_sciences);132;0;[WIKIDATA,WIKIDATA_ALIAS,WIKI,WIKIRED]
bn:04591277n;candidate_root;Work_(human_activity);224;0;[WIKIRED,WIKIDATA,WIKI]
bn:00894769n;candidate_root;task_(computing);40;0;[WIKIDATA,WIKITR,WIKIDATA_ALIAS,WIKI,WIKIRED,WIKT]
bn:08840460n;candidate_root;Ufficio_(diritto);51;0;[WIKIDATA_ALIAS,WIKIDATA,WIKI,WIKIRED]
bn:05448740n;candidate_root;Species_(metaphysics);27;0;[WIKIDATA,WIKI,WIKIDATA_ALIAS]
bn:03843033n;candidate_root;Challenge_(TV_channel);513;0;[WIKI,WIKIDATA,WIKIRED,WIKIDATA_ALIAS]
bn:02638689n;candidate_root;Course_(medicine);169;0;[WIKIDATA,WIKI,WIKIRED,WIKT,WIKIDATA_ALIAS]
bn:04102751n;candidate_root;Funktsioon_(filosoofia);65;0;[WIKI,WIKIDATA]
bn:16547583n;candidate_root;Origination_(telephony);18;0;[WIKI,WIKIDATA_ALIAS,WIKIRED,WIKIDATA]
bn:17690782n;candidate_root;Constant-recursive_sequence;112;0;[WIKIDATA_ALIAS,WIKIDATA,WIKI,WIKIRED]
start_node=bn:17335263n
max_visits=60000
Queue empy
total_time,31m,18s